No,Nama Tukang,Tempat kerja,Keahliah,Daerah,Jam kerja,Harga /jam,Rating
828,Maya Wijaya,Wijaya Design Logo,Design Logo,Cilacap,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 130.000,"3,5"
829,Ivan Permatasari,Permatasari Instalasi Listrik,Instalasi Listrik,Malang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"4,7"
830,Yanti Sari,Sari Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Wonosobo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 100.000,"4,7"
831,Rina Sari,Sari Design Logo,Design Logo,Semarang,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,"4,1"
832,Agus Nugroho,Nugroho Design Logo,Design Logo,Bekasi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,"4,7"
833,Agus Setiawan,"Setiawan Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Boyolali,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,"4,6"
834,Wati Wijaya,Wijaya Design dan Cetak,Design dan Cetak,Bandung,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,"4,9"
835,Rini Utami,Utami Tukang AC,Tukang AC,Surabaya,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 140.000,"3,5"
836,Arif Wati,Wati Foto dan Videografi,Foto dan Videografi,Pekalongan,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 70.000,"4,3"
837,Ahmad Wijaya,Wijaya Design dan Fotografi,Design dan Fotografi,Sleman,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 150.000,"2,8"
838,Wati Kusuma,"Kusuma Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Bandung,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,3"
839,Sinta Purba,Purba Instalasi Listrik,Instalasi Listrik,Solo,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 60.000,"4,7"
840,Rizki Hartono,Hartono Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Pekalongan,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"3,2"
841,Ratna Setiawan,Setiawan Tukang AC,Tukang AC,Tasikmalaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 150.000,"3,2"
842,Hendra Nugroho,Nugroho Instalasi Pipa,Instalasi Pipa,Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 150.000,"4,6"
843,Nina Setiawan,"Setiawan Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Boyolali,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 90.000,"3,5"
844,Citra Permatasari,Permatasari Design dan Cetak,Design dan Cetak,Solo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"4,3"
845,Rina Ningsih,Ningsih Instalasi Listrik,Instalasi Listrik,Bandung,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 140.000,"4,7"
846,Hendra Permatasari,Permatasari Instalasi Listrik,Instalasi Listrik,Cilacap,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 100.000,"4,1"
847,Ratna Wati,"Wati Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"2,8"
848,Putri Wijaya,"Wijaya Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Pekalongan,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 70.000,"4,6"
849,Joko Wati,Wati Design dan Cetak,Design dan Cetak,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 95.000,"3,2"
850,Hadi Purba,Purba Tukang Aluminium,Tukang Aluminium,Kebumen,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,6"
851,Hery Susanto,Susanto Foto dan Videografi,Foto dan Videografi,Boyolali,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,4
852,Agus Utami,Utami Instalasi Listrik,Instalasi Listrik,Bekasi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 150.000,"3,5"
853,Nina Ningsih,"Ningsih Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Surabaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 60.000,"3,2"
854,Sinta Wati,"Wati Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Tasikmalaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"3,5"
855,Surya Purba,Purba Foto dan Videografi,Foto dan Videografi,Sleman,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,"4,1"
856,Surya Pratama,Pratama Instalasi Pipa,Instalasi Pipa,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,2"
857,Ivan Purba,Purba Design dan Cetak,Design dan Cetak,Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"4,3"
858,Wati Hadi,Hadi Tukang AC,Tukang AC,Surabaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 140.000,"3,5"
859,Adi Lestari,Lestari Tukang AC,Tukang AC,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 130.000,"4,3"
860,Dewa Setiawan,Setiawan Tukang Aluminium,Tukang Aluminium,Cilacap,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 100.000,"4,5"
861,Ivan Hadi,Hadi Instalasi Pipa,Instalasi Pipa,Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"4,2"
862,Hery Hadi,"Hadi Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Banyuwangi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 80.000,"4,8"
863,Adi Susanto,Susanto Tukang Kayu,Tukang Kayu,Malang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 130.000,"4,2"
864,Toni Utami,"Utami Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Bekasi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 60.000,"3,5"
865,Siti Wibowo,Wibowo Tukang Aluminium,Tukang Aluminium,Surabaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 150.000,"4,6"
866,Surya Kusuma,Kusuma Instalasi Pipa,Instalasi Pipa,Kebumen,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,9"
867,Fina Permatasari,Permatasari Tukang Kayu,Tukang Kayu,Bandung,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,"4,5"
868,Agus Hartono,Hartono Foto dan Videografi,Foto dan Videografi,Bandung,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,6"
869,Budi Hartono,Hartono Tukang Aluminium,Tukang Aluminium,Semarang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 60.000,"4,9"
870,Rizki Kusuma,Kusuma Design Logo,Design Logo,Boyolali,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 100.000,"3,2"
871,Putri Saputri,Saputri Design Logo,Design Logo,Pekalongan,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 90.000,"4,1"
872,Dian Susanto,"Susanto Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Tasikmalaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 80.000,"3,5"
873,Maya Wibowo,Wibowo Design dan Cetak,Design dan Cetak,Pekalongan,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 60.000,"4,9"
874,Toni Kurniawan,Kurniawan Tukang Kayu,Tukang Kayu,Bandung,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"4,6"
875,Andi Pratama,Pratama Foto dan Videografi,Foto dan Videografi,Bekasi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 70.000,"4,1"
876,Citra Sari,Sari Design Logo,Design Logo,Purwokerto,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 70.000,"4,6"
877,Surya Hartono,Hartono Design dan Cetak,Design dan Cetak,Bekasi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 70.000,"4,2"
878,Wati Hartono,Hartono Instalasi Listrik,Instalasi Listrik,Kebumen,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,4
879,Fina Saputra,Saputra Design dan Cetak,Design dan Cetak,Sleman,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,8"
880,Linda Wati,Wati Tukang Kayu,Tukang Kayu,Bekasi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,1"
881,Rina Hadi,"Hadi Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Solo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 80.000,"3,5"
882,Ratna Pratama,Pratama Tukang Aluminium,Tukang Aluminium,Surabaya,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 140.000,"4,6"
883,Budi Lestari,Lestari Tukang Aluminium,Tukang Aluminium,Purwokerto,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 150.000,"3,5"
884,Rina Utami,Utami Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Bekasi,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 80.000,4
885,Dewa Sari,Sari Design Logo,Design Logo,Wonosobo,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 120.000,"3,2"
886,Hadi Purba,Purba Tukang Aluminium,Tukang Aluminium,Wonosobo,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 60.000,"4,1"
887,Dewi Sari,Sari Instalasi Listrik,Instalasi Listrik,Tasikmalaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 130.000,"2,8"
888,Budi Susanto,Susanto Tukang Aluminium,Tukang Aluminium,Purwokerto,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"4,6"
889,Rizki Kurniawan,Kurniawan Instalasi Listrik,Instalasi Listrik,Kebumen,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 80.000,"4,7"
890,Rizki Setiawan,Setiawan Design dan Cetak,Design dan Cetak,Surabaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 60.000,"3,2"
891,Rini Susanto,Susanto Instalasi Listrik,Instalasi Listrik,Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 80.000,"4,5"
892,Sinta Sari,Sari Design Logo,Design Logo,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"4,5"
893,Ahmad Setiawan,"Setiawan Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Semarang,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 100.000,"4,6"
894,Andi Wibowo,"Wibowo Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Sleman,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 140.000,"4,8"
895,Eko Ningsih,Ningsih Tukang AC,Tukang AC,Boyolali,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 80.000,"4,7"
896,Wati Purba,Purba Tukang AC,Tukang AC,Purwokerto,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,3"
897,Ratna Wati,Wati Tukang Kayu,Tukang Kayu,Malang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,6"
898,Lina Hadi,Hadi Design dan Cetak,Design dan Cetak,Bekasi,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 100.000,4
899,Wati Gunawan,"Gunawan Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 80.000,"4,6"
900,Rina Permatasari,Permatasari Instalasi Listrik,Instalasi Listrik,Wonosobo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,2"
901,Adi Wibowo,Wibowo Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Malang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 70.000,"4,9"
902,Citra Wibowo,"Wibowo Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Tasikmalaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"4,5"
903,Linda Saputri,Saputri Design dan Cetak,Design dan Cetak,Surabaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 60.000,"4,7"
904,Dewi Gunawan,Gunawan Instalasi Listrik,Instalasi Listrik,Cilacap,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 120.000,"4,6"
905,Hendra Lestari,Lestari Design dan Fotografi,Design dan Fotografi,Purwokerto,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 140.000,"4,2"
906,Dwi Saputri,Saputri Tukang Aluminium,Tukang Aluminium,Semarang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,3"
907,Hendra Hadi,"Hadi Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Tasikmalaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 130.000,"4,3"
908,Putri Saputri,Saputri Tukang Kayu,Tukang Kayu,Sleman,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 95.000,"4,3"
909,Andi Kurniawan,Kurniawan Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Banyuwangi,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"4,8"
910,Lina Pratama,Pratama Tukang AC,Tukang AC,Sleman,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 95.000,"4,6"
911,Lina Pratama,Pratama Foto dan Videografi,Foto dan Videografi,Sleman,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 90.000,"3,5"
912,Ratna Permatasari,Permatasari Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Cilacap,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 60.000,"4,9"
913,Budi Saputra,"Saputra Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Bandung,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,8"
914,Agus Ningsih,Ningsih Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Solo,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 140.000,"4,7"
915,Sari Wati,Wati Instalasi Pipa,Instalasi Pipa,Surabaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 140.000,"3,2"
916,Rina Gunawan,Gunawan Instalasi Listrik,Instalasi Listrik,Banyuwangi,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 150.000,4
917,Siti Pratama,Pratama Design Logo,Design Logo,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"4,9"
918,Arief Gunawan,Gunawan Design Logo,Design Logo,Bandung,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 60.000,"4,9"
919,Rini Wibowo,Wibowo Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Bandung,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 130.000,"4,3"
920,Hadi Saputra,Saputra Instalasi Listrik,Instalasi Listrik,Malang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 150.000,"2,8"
921,Ani Nugroho,"Nugroho Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Banyuwangi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,"4,2"
922,Fitri Lestari,Lestari Design dan Cetak,Design dan Cetak,Tasikmalaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,5"
923,Joko Kurniawan,Kurniawan Design dan Fotografi,Design dan Fotografi,Tasikmalaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"4,8"
924,Sinta Pratama,Pratama Instalasi Pipa,Instalasi Pipa,Surabaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"4,8"
925,Surya Wibowo,Wibowo Foto dan Videografi,Foto dan Videografi,Sleman,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 70.000,"2,8"
926,Linda Hadi,"Hadi Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Malang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 80.000,"3,5"
927,Nina Ningsih,Ningsih Design dan Fotografi,Design dan Fotografi,Cilacap,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 80.000,"4,8"
928,Maya Gunawan,"Gunawan Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Cilacap,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 140.000,"4,5"
929,Adi Kurniawan,Kurniawan Instalasi Pipa,Instalasi Pipa,Banyuwangi,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"3,5"
930,Putri Hartono,Hartono Design dan Cetak,Design dan Cetak,Bandung,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 100.000,"4,2"
931,Dewi Wijaya,Wijaya Instalasi Pipa,Instalasi Pipa,Bekasi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 80.000,4
932,Ahmad Wijaya,Wijaya Design dan Cetak,Design dan Cetak,Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"4,2"
933,Ani Wibowo,Wibowo Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Sleman,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 80.000,"4,9"
934,Dwi Sari,Sari Tukang Aluminium,Tukang Aluminium,Purwokerto,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 90.000,4
935,Rizki Wibowo,Wibowo Design Logo,Design Logo,Solo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 150.000,"4,5"
936,Fitri Hartono,"Hartono Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Tasikmalaya,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 60.000,"4,7"
937,Arief Ningsih,Ningsih Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Malang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 80.000,"4,5"
938,Ivan Hartono,"Hartono Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Banyuwangi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,7"
939,Ani Wibowo,Wibowo Tukang Kayu,Tukang Kayu,Boyolali,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 140.000,"4,1"
940,Budi Lestari,Lestari Design dan Cetak,Design dan Cetak,Semarang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 140.000,"4,2"
941,Ahmad Pratama,Pratama Instalasi Pipa,Instalasi Pipa,Semarang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 95.000,"4,6"
942,Dian Wijaya,Wijaya Design dan Fotografi,Design dan Fotografi,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,9"
943,Surya Pratama,"Pratama Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Wonosobo,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 100.000,"4,7"
944,Fitri Wati,Wati Design dan Cetak,Design dan Cetak,Purwokerto,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 95.000,"4,3"
945,Toni Gunawan,Gunawan Tukang Kayu,Tukang Kayu,Malang,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"4,9"
946,Putri Wijaya,Wijaya Tukang Aluminium,Tukang Aluminium,Bekasi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 140.000,"3,2"
947,Joko Wibowo,Wibowo Tukang AC,Tukang AC,Cilacap,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 60.000,"3,2"
948,Ahmad Hadi,Hadi Instalasi Pipa,Instalasi Pipa,Bandung,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 60.000,4
949,Hery Kurniawan,Kurniawan Tukang Aluminium,Tukang Aluminium,Pekalongan,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 100.000,"4,6"
950,Nina Gunawan,Gunawan Instalasi Pipa,Instalasi Pipa,Surabaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 90.000,"4,8"
951,Linda Susanto,Susanto Tukang Aluminium,Tukang Aluminium,Boyolali,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"3,5"
952,Hendra Lestari,Lestari Tukang AC,Tukang AC,Bandung,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 60.000,"4,7"
953,Ani Utami,Utami Foto dan Videografi,Foto dan Videografi,Cilacap,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"2,8"
954,Ivan Sari,Sari Foto dan Videografi,Foto dan Videografi,Boyolali,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"4,8"
955,Rina Nugroho,"Nugroho Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Tasikmalaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"4,6"
956,Sari Setiawan,Setiawan Design dan Fotografi,Design dan Fotografi,Bekasi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 90.000,"4,6"
957,Ani Susanto,Susanto Design dan Cetak,Design dan Cetak,Banyuwangi,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 130.000,"4,6"
958,Arif Saputri,"Saputri Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Purwokerto,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 90.000,"3,2"
959,Rini Gunawan,Gunawan Tukang Aluminium,Tukang Aluminium,Sleman,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 95.000,4
960,Reza Saputri,Saputri Instalasi Pipa,Instalasi Pipa,Wonosobo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 70.000,"4,2"
961,Dwi Ningsih,Ningsih Tukang Kayu,Tukang Kayu,Wonosobo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 100.000,"4,5"
962,Dewa Sari,Sari Instalasi Pipa,Instalasi Pipa,Sleman,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 90.000,"4,1"
963,Ivan Wibowo,Wibowo Tukang Aluminium,Tukang Aluminium,Bekasi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,6"
964,Adi Utami,Utami Design dan Fotografi,Design dan Fotografi,Solo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 130.000,4
965,Toni Wati,Wati Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Banyuwangi,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 60.000,"4,5"
966,Joko Wijaya,Wijaya Design Logo,Design Logo,Kebumen,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,"4,1"
967,Citra Hadi,Hadi Design Logo,Design Logo,Bekasi,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 70.000,"4,2"
968,Nina Kusuma,"Kusuma Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Tasikmalaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 80.000,"2,8"
969,Ratna Hartono,Hartono Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Semarang,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 80.000,"4,3"
970,Ivan Utami,Utami Design dan Cetak,Design dan Cetak,Sleman,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 150.000,"4,6"
971,Arif Ningsih,Ningsih Design Logo,Design Logo,Bandung,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 150.000,"4,2"
972,Andi Wibowo,Wibowo Foto dan Videografi,Foto dan Videografi,Bandung,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 80.000,"4,5"
973,Ivan Wibowo,Wibowo Instalasi Listrik,Instalasi Listrik,Banyuwangi,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 95.000,"4,5"
974,Budi Utami,"Utami Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Banyuwangi,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,9"
975,Rini Susanto,Susanto Design dan Cetak,Design dan Cetak,Boyolali,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 130.000,"4,1"
976,Dian Pratama,Pratama Tukang Aluminium,Tukang Aluminium,Malang,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 130.000,"4,9"
977,Ahmad Purba,Purba Design Logo,Design Logo,Kebumen,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 95.000,"3,5"
978,Putri Nugroho,Nugroho Instalasi Listrik,Instalasi Listrik,Wonosobo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 90.000,"4,6"
979,Siti Saputri,Saputri Design Logo,Design Logo,Solo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 95.000,"4,9"
980,Yanti Hadi,Hadi Tukang Bangunan dan Pengecetan,Tukang Bangunan dan Pengecetan,Boyolali,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 100.000,"3,2"
981,Reza Sari,Sari Foto dan Videografi,Foto dan Videografi,Banyuwangi,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 150.000,"4,2"
982,Agus Saputra,Saputra Instalasi Pipa,Instalasi Pipa,Pekalongan,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 95.000,4
983,Rudi Wijaya,Wijaya Tukang Kayu,Tukang Kayu,Wonosobo,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 120.000,"4,9"
984,Fina Setiawan,Setiawan Design dan Fotografi,Design dan Fotografi,Banyuwangi,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 90.000,4
985,Dewi Susanto,Susanto Instalasi Listrik,Instalasi Listrik,Surabaya,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 120.000,"4,5"
986,Dewa Gunawan,Gunawan Design Logo,Design Logo,Surabaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 140.000,4
987,Ivan Saputra,Saputra Tukang Kayu,Tukang Kayu,Surabaya,"Sen-Jum, 8 Pagi - 5 Sore",Rp. 100.000,"4,5"
988,Maya Utami,Utami Instalasi Pipa,Instalasi Pipa,Semarang,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 100.000,"4,2"
989,Rudi Kurniawan,Kurniawan Instalasi Pipa,Instalasi Pipa,Wonosobo,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 140.000,"4,8"
990,Dwi Setiawan,"Setiawan Instalasi Listrik, Listrik Rumah Tangga","Instalasi Listrik, Listrik Rumah Tangga",Malang,"Sen-Kam, 7 Pagi - 5 Sore",Rp. 70.000,"3,5"
991,Sari Permatasari,Permatasari Tukang Kayu,Tukang Kayu,Pekalongan,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 100.000,"3,2"
992,Ahmad Wibowo,"Wibowo Instalasi Pipa, Perpipaan Gas","Instalasi Pipa, Perpipaan Gas",Solo,"Sen-Minggu, 11 Pagi - 4 Sore",Rp. 70.000,"3,2"
993,Dewi Lestari,Lestari Instalasi Listrik,Instalasi Listrik,Sleman,"Sen-Sab, 10 Pagi - 5 Sore",Rp. 100.000,"4,6"
